provider_id,provider_name,specialty,network_status,county
P00522,Provider_522,Family Medicine,In-Network,Dallas
P00523,Provider_523,Family Medicine,In-Network,Dallas
P00524,Provider_524,Cardiology,In-Network,Dallas
P00525,Provider_525,Family Medicine,In-Network,Dallas
P00526,Provider_526,Family Medicine,In-Network,Dallas
P00527,Provider_527,Family Medicine,In-Network,Dallas
P00528,Provider_528,Cardiology,In-Network,Dallas
P00529,Provider_529,Family Medicine,In-Network,Dallas
P00530,Provider_530,Family Medicine,In-Network,Dallas
P00531,Provider_531,Family Medicine,In-Network,Dallas
P00532,Provider_532,Cardiology,In-Network,Dallas
P00533,Provider_533,Family Medicine,In-Network,Dallas
P00534,Provider_534,Family Medicine,In-Network,Dallas
P00535,Provider_535,Family Medicine,In-Network,Dallas
P00536,Provider_536,Cardiology,In-Network,Dallas
P00537,Provider_537,Family Medicine,In-Network,Dallas
P00538,Provider_538,Family Medicine,In-Network,Dallas
P00539,Provider_539,Family Medicine,In-Network,Dallas
P00540,Provider_540,Cardiology,In-Network,Dallas
P00541,Provider_541,Family Medicine,In-Network,Dallas
P00542,Provider_542,Family Medicine,In-Network,Dallas
P00543,Provider_543,Family Medicine,In-Network,Dallas
P00544,Provider_544,Cardiology,In-Network,Dallas
P00545,Provider_545,Family Medicine,In-Network,Dallas
P00546,Provider_546,Family Medicine,In-Network,Dallas
P00547,Provider_547,Family Medicine,In-Network,Dallas
P00548,Provider_548,Cardiology,In-Network,Dallas
P00549,Provider_549,Family Medicine,In-Network,Dallas
P00550,Provider_550,Family Medicine,In-Network,Dallas
P00551,Provider_551,Family Medicine,In-Network,Dallas
P00552,Provider_552,Cardiology,In-Network,Dallas
P00553,Provider_553,Family Medicine,In-Network,Dallas
P00554,Provider_554,Family Medicine,In-Network,Dallas
P00555,Provider_555,Family Medicine,In-Network,Dallas
P00556,Provider_556,Cardiology,In-Network,Dallas
P00557,Provider_557,Family Medicine,In-Network,Dallas
P00558,Provider_558,Family Medicine,In-Network,Dallas
P00559,Provider_559,Family Medicine,In-Network,Dallas
P00560,Provider_560,Cardiology,In-Network,Dallas
P00561,Provider_561,Family Medicine,In-Network,Dallas
P00562,Provider_562,Family Medicine,In-Network,Dallas
P00563,Provider_563,Family Medicine,In-Network,Dallas
P00564,Provider_564,Cardiology,In-Network,Dallas
P00565,Provider_565,Family Medicine,In-Network,Dallas
P00566,Provider_566,Family Medicine,In-Network,Dallas
P00567,Provider_567,Family Medicine,In-Network,Dallas
P00568,Provider_568,Cardiology,In-Network,Dallas
P00569,Provider_569,Family Medicine,In-Network,Dallas
P00570,Provider_570,Family Medicine,In-Network,Dallas
P00571,Provider_571,Family Medicine,In-Network,Dallas
P00572,Provider_572,Cardiology,In-Network,Dallas
P00573,Provider_573,Family Medicine,In-Network,Dallas
P00574,Provider_574,Family Medicine,In-Network,Dallas
P00575,Provider_575,Family Medicine,In-Network,Dallas
P00576,Provider_576,Cardiology,In-Network,Dallas
P00577,Provider_577,Family Medicine,In-Network,Dallas
P00578,Provider_578,Family Medicine,In-Network,Dallas
P00579,Provider_579,Family Medicine,In-Network,Dallas
P00580,Provider_580,Cardiology,In-Network,Dallas
P00581,Provider_581,Family Medicine,In-Network,Dallas
P00582,Provider_582,Family Medicine,In-Network,Dallas
P00583,Provider_583,Family Medicine,In-Network,Dallas
P00584,Provider_584,Cardiology,In-Network,Dallas
P00585,Provider_585,Family Medicine,In-Network,Dallas
P00586,Provider_586,Family Medicine,In-Network,Dallas
P00587,Provider_587,Family Medicine,In-Network,Dallas
P00588,Provider_588,Cardiology,In-Network,Dallas
P00589,Provider_589,Family Medicine,In-Network,Dallas
P00590,Provider_590,Family Medicine,In-Network,Dallas
P00591,Provider_591,Family Medicine,In-Network,Dallas
P00592,Provider_592,Cardiology,In-Network,Dallas
P00593,Provider_593,Family Medicine,In-Network,Dallas
P00594,Provider_594,Family Medicine,In-Network,Dallas
P00595,Provider_595,Family Medicine,In-Network,Dallas
P00596,Provider_596,Cardiology,In-Network,Dallas
P00597,Provider_597,Family Medicine,In-Network,Dallas
P00598,Provider_598,Family Medicine,In-Network,Dallas
P00599,Provider_599,Family Medicine,In-Network,Dallas
P00600,Provider_600,Cardiology,In-Network,Dallas
P00601,Provider_601,Family Medicine,In-Network,Dallas
P00602,Provider_602,Family Medicine,In-Network,Dallas
P00603,Provider_603,Family Medicine,In-Network,Dallas
P00604,Provider_604,Cardiology,In-Network,Dallas
P00605,Provider_605,Family Medicine,In-Network,Dallas
P00606,Provider_606,Family Medicine,In-Network,Dallas
P00607,Provider_607,Family Medicine,In-Network,Dallas
P00608,Provider_608,Cardiology,In-Network,Dallas
P00609,Provider_609,Family Medicine,In-Network,Dallas
P00610,Provider_610,Family Medicine,In-Network,Dallas
P00611,Provider_611,Family Medicine,In-Network,Dallas
P00612,Provider_612,Cardiology,In-Network,Dallas
P00613,Provider_613,Family Medicine,In-Network,Dallas
P00614,Provider_614,Family Medicine,In-Network,Dallas
P00615,Provider_615,Family Medicine,In-Network,Dallas
P00616,Provider_616,Cardiology,In-Network,Dallas
P00617,Provider_617,Family Medicine,In-Network,Dallas
P00618,Provider_618,Family Medicine,In-Network,Dallas
P00619,Provider_619,Family Medicine,In-Network,Dallas
P00620,Provider_620,Cardiology,In-Network,Dallas
P00621,Provider_621,Family Medicine,In-Network,Dallas
P00622,Provider_622,Family Medicine,In-Network,Dallas
P00623,Provider_623,Family Medicine,In-Network,Dallas
P00624,Provider_624,Cardiology,In-Network,Dallas
P00625,Provider_625,Family Medicine,In-Network,Dallas
P00626,Provider_626,Family Medicine,In-Network,Dallas
P00627,Provider_627,Family Medicine,In-Network,Dallas
P00628,Provider_628,Cardiology,In-Network,Dallas
P00629,Provider_629,Family Medicine,In-Network,Dallas
P00630,Provider_630,Family Medicine,In-Network,Dallas
P00631,Provider_631,Family Medicine,In-Network,Dallas
P00632,Provider_632,Cardiology,In-Network,Dallas
P00633,Provider_633,Family Medicine,In-Network,Dallas
P00634,Provider_634,Family Medicine,In-Network,Dallas
P00635,Provider_635,Family Medicine,In-Network,Dallas
P00636,Provider_636,Cardiology,In-Network,Dallas
P00637,Provider_637,Family Medicine,In-Network,Dallas
P00638,Provider_638,Family Medicine,In-Network,Dallas
P00639,Provider_639,Family Medicine,In-Network,Dallas
P00640,Provider_640,Cardiology,In-Network,Dallas
P00641,Provider_641,Family Medicine,In-Network,Dallas
P00642,Provider_642,Family Medicine,In-Network,Dallas
P00643,Provider_643,Family Medicine,In-Network,Dallas
P00644,Provider_644,Cardiology,In-Network,Dallas
P00645,Provider_645,Family Medicine,In-Network,Dallas
P00646,Provider_646,Family Medicine,In-Network,Dallas
P00647,Provider_647,Family Medicine,In-Network,Dallas
P00648,Provider_648,Cardiology,In-Network,Dallas
P00649,Provider_649,Family Medicine,In-Network,Dallas
P00650,Provider_650,Family Medicine,In-Network,Dallas
P00651,Provider_651,Family Medicine,In-Network,Dallas
P00652,Provider_652,Cardiology,In-Network,Dallas
P00653,Provider_653,Family Medicine,In-Network,Dallas
P00654,Provider_654,Family Medicine,In-Network,Dallas
P00655,Provider_655,Family Medicine,In-Network,Dallas
P00656,Provider_656,Cardiology,In-Network,Dallas
P00657,Provider_657,Family Medicine,In-Network,Dallas
P00658,Provider_658,Family Medicine,In-Network,Dallas
P00659,Provider_659,Family Medicine,In-Network,Dallas
P00660,Provider_660,Cardiology,In-Network,Dallas
P00661,Provider_661,Family Medicine,In-Network,Dallas
P00662,Provider_662,Family Medicine,In-Network,Dallas
P00663,Provider_663,Family Medicine,In-Network,Dallas
P00664,Provider_664,Cardiology,In-Network,Dallas
P00665,Provider_665,Family Medicine,In-Network,Dallas
P00666,Provider_666,Family Medicine,In-Network,Dallas
P00667,Provider_667,Family Medicine,In-Network,Dallas
P00668,Provider_668,Cardiology,In-Network,Dallas
P00669,Provider_669,Family Medicine,In-Network,Dallas
P00670,Provider_670,Family Medicine,In-Network,Dallas
P00671,Provider_671,Family Medicine,In-Network,Dallas
P00672,Provider_672,Cardiology,In-Network,Dallas
P00673,Provider_673,Family Medicine,In-Network,Dallas
P00674,Provider_674,Family Medicine,In-Network,Dallas
P00675,Provider_675,Family Medicine,In-Network,Dallas
P00676,Provider_676,Cardiology,In-Network,Dallas
P00677,Provider_677,Family Medicine,In-Network,Dallas
P00678,Provider_678,Family Medicine,In-Network,Dallas
P00679,Provider_679,Family Medicine,In-Network,Dallas
P00680,Provider_680,Cardiology,In-Network,Dallas
P00681,Provider_681,Family Medicine,In-Network,Dallas
P00682,Provider_682,Family Medicine,In-Network,Dallas
P00683,Provider_683,Family Medicine,In-Network,Dallas
P00684,Provider_684,Cardiology,In-Network,Dallas
P00685,Provider_685,Family Medicine,In-Network,Dallas
P00686,Provider_686,Family Medicine,In-Network,Dallas
P00687,Provider_687,Family Medicine,In-Network,Dallas
P00688,Provider_688,Cardiology,In-Network,Dallas
P00689,Provider_689,Family Medicine,In-Network,Dallas
P00690,Provider_690,Family Medicine,In-Network,Dallas
P00691,Provider_691,Family Medicine,In-Network,Dallas
P00692,Provider_692,Cardiology,In-Network,Dallas
P00693,Provider_693,Family Medicine,In-Network,Dallas
P00694,Provider_694,Family Medicine,In-Network,Dallas
P00695,Provider_695,Family Medicine,In-Network,Dallas
P00696,Provider_696,Cardiology,In-Network,Dallas
P00697,Provider_697,Family Medicine,In-Network,Dallas
P00698,Provider_698,Family Medicine,In-Network,Dallas
P00699,Provider_699,Family Medicine,In-Network,Dallas
P00700,Provider_700,Cardiology,In-Network,Dallas
P00701,Provider_701,Family Medicine,In-Network,Dallas
P00702,Provider_702,Family Medicine,In-Network,Dallas
P00703,Provider_703,Family Medicine,In-Network,Dallas
P00704,Provider_704,Cardiology,In-Network,Dallas
P00705,Provider_705,Family Medicine,In-Network,Dallas
P00706,Provider_706,Family Medicine,In-Network,Dallas
P00707,Provider_707,Family Medicine,In-Network,Dallas
P00708,Provider_708,Cardiology,In-Network,Dallas
P00709,Provider_709,Family Medicine,In-Network,Dallas
P00710,Provider_710,Family Medicine,In-Network,Dallas
P00711,Provider_711,Family Medicine,In-Network,Dallas
P00712,Provider_712,Cardiology,In-Network,Dallas
P00713,Provider_713,Family Medicine,In-Network,Dallas
P00714,Provider_714,Family Medicine,In-Network,Dallas
P00715,Provider_715,Family Medicine,In-Network,Dallas
P00716,Provider_716,Cardiology,In-Network,Dallas
P00717,Provider_717,Family Medicine,In-Network,Dallas
P00718,Provider_718,Family Medicine,In-Network,Dallas
P00719,Provider_719,Family Medicine,In-Network,Dallas
P00720,Provider_720,Cardiology,In-Network,Dallas
P00721,Provider_721,Family Medicine,In-Network,Dallas
P00722,Provider_722,Family Medicine,In-Network,Dallas
P00723,Provider_723,Family Medicine,In-Network,Dallas
P00724,Provider_724,Cardiology,In-Network,Dallas
P00725,Provider_725,Family Medicine,In-Network,Dallas
P00726,Provider_726,Family Medicine,In-Network,Dallas
P00727,Provider_727,Family Medicine,In-Network,Dallas
P00728,Provider_728,Cardiology,In-Network,Dallas
P00729,Provider_729,Family Medicine,In-Network,Dallas
P00730,Provider_730,Family Medicine,In-Network,Dallas
P00731,Provider_731,Family Medicine,In-Network,Dallas
P00732,Provider_732,Cardiology,In-Network,Dallas
P00733,Provider_733,Family Medicine,In-Network,Dallas
P00734,Provider_734,Family Medicine,In-Network,Dallas
P00735,Provider_735,Family Medicine,In-Network,Dallas
P00736,Provider_736,Cardiology,In-Network,Dallas
P00737,Provider_737,Family Medicine,In-Network,Dallas
P00738,Provider_738,Family Medicine,In-Network,Dallas
P00739,Provider_739,Family Medicine,In-Network,Dallas
P00740,Provider_740,Cardiology,In-Network,Dallas
P00741,Provider_741,Family Medicine,In-Network,Dallas
P00742,Provider_742,Family Medicine,In-Network,Dallas
P00743,Provider_743,Family Medicine,In-Network,Dallas
P00744,Provider_744,Cardiology,In-Network,Dallas
P00745,Provider_745,Family Medicine,In-Network,Dallas
P00746,Provider_746,Family Medicine,In-Network,Dallas
P00747,Provider_747,Family Medicine,In-Network,Dallas
P00748,Provider_748,Cardiology,In-Network,Dallas
P00749,Provider_749,Family Medicine,In-Network,Dallas
P00750,Provider_750,Family Medicine,In-Network,Dallas
P00751,Provider_751,Family Medicine,In-Network,Dallas
P00752,Provider_752,Cardiology,In-Network,Dallas
P00753,Provider_753,Family Medicine,In-Network,Dallas
P00754,Provider_754,Family Medicine,In-Network,Dallas
P00755,Provider_755,Family Medicine,In-Network,Dallas
P00756,Provider_756,Cardiology,In-Network,Dallas
P00757,Provider_757,Family Medicine,In-Network,Dallas
P00758,Provider_758,Family Medicine,In-Network,Dallas
P00759,Provider_759,Family Medicine,In-Network,Dallas
P00760,Provider_760,Cardiology,In-Network,Dallas
P00761,Provider_761,Family Medicine,In-Network,Dallas
P00762,Provider_762,Family Medicine,In-Network,Dallas
P00763,Provider_763,Family Medicine,In-Network,Dallas
P00764,Provider_764,Cardiology,In-Network,Dallas
P00765,Provider_765,Family Medicine,In-Network,Dallas
P00766,Provider_766,Family Medicine,In-Network,Dallas
P00767,Provider_767,Family Medicine,In-Network,Dallas
P00768,Provider_768,Cardiology,In-Network,Dallas
P00769,Provider_769,Family Medicine,In-Network,Dallas
P00770,Provider_770,Family Medicine,In-Network,Dallas
P00771,Provider_771,Family Medicine,In-Network,Dallas
P00772,Provider_772,Cardiology,In-Network,Dallas
P00773,Provider_773,Family Medicine,In-Network,Dallas
P00774,Provider_774,Family Medicine,In-Network,Dallas
P00775,Provider_775,Family Medicine,In-Network,Dallas
P00776,Provider_776,Cardiology,In-Network,Dallas
P00777,Provider_777,Family Medicine,In-Network,Dallas
P00778,Provider_778,Family Medicine,In-Network,Dallas
P00779,Provider_779,Family Medicine,In-Network,Dallas
P00780,Provider_780,Cardiology,In-Network,Dallas
P00781,Provider_781,Family Medicine,In-Network,Dallas
P00782,Provider_782,Family Medicine,In-Network,Dallas
P00783,Provider_783,Family Medicine,In-Network,Dallas
P00784,Provider_784,Cardiology,In-Network,Dallas
P00785,Provider_785,Family Medicine,In-Network,Dallas
P00786,Provider_786,Family Medicine,In-Network,Dallas
P00787,Provider_787,Family Medicine,In-Network,Dallas
P00788,Provider_788,Cardiology,In-Network,Dallas
P00789,Provider_789,Family Medicine,In-Network,Dallas
P00790,Provider_790,Family Medicine,In-Network,Dallas
P00791,Provider_791,Family Medicine,In-Network,Dallas
P00792,Provider_792,Cardiology,In-Network,Dallas
P00793,Provider_793,Family Medicine,In-Network,Dallas
P00794,Provider_794,Family Medicine,In-Network,Dallas
P00795,Provider_795,Family Medicine,In-Network,Dallas
P00796,Provider_796,Cardiology,In-Network,Dallas
P00797,Provider_797,Family Medicine,In-Network,Dallas
P00798,Provider_798,Family Medicine,In-Network,Dallas
P00799,Provider_799,Family Medicine,In-Network,Dallas
P00800,Provider_800,Cardiology,In-Network,Dallas
P00801,Provider_801,Family Medicine,In-Network,Dallas
P00802,Provider_802,Family Medicine,In-Network,Dallas
P00803,Provider_803,Family Medicine,In-Network,Dallas
P00804,Provider_804,Cardiology,In-Network,Dallas
P00805,Provider_805,Family Medicine,In-Network,Dallas
P00806,Provider_806,Family Medicine,In-Network,Dallas
P00807,Provider_807,Family Medicine,In-Network,Dallas
P00808,Provider_808,Cardiology,In-Network,Dallas
P00809,Provider_809,Family Medicine,In-Network,Dallas
P00810,Provider_810,Family Medicine,In-Network,Dallas
P00811,Provider_811,Family Medicine,In-Network,Dallas
P00812,Provider_812,Cardiology,In-Network,Dallas
P00813,Provider_813,Family Medicine,In-Network,Dallas
P00814,Provider_814,Family Medicine,In-Network,Dallas
P00815,Provider_815,Family Medicine,In-Network,Dallas
P00816,Provider_816,Cardiology,In-Network,Dallas
P00817,Provider_817,Family Medicine,In-Network,Dallas
P00818,Provider_818,Family Medicine,In-Network,Dallas
P00819,Provider_819,Family Medicine,In-Network,Dallas
P00820,Provider_820,Cardiology,In-Network,Dallas
P00821,Provider_821,Family Medicine,In-Network,Dallas
P00822,Provider_822,Family Medicine,In-Network,Dallas
P00823,Provider_823,Family Medicine,In-Network,Dallas
P00824,Provider_824,Cardiology,In-Network,Dallas
P00825,Provider_825,Family Medicine,In-Network,Dallas
P00826,Provider_826,Family Medicine,In-Network,Dallas
P00827,Provider_827,Family Medicine,In-Network,Dallas
P00828,Provider_828,Cardiology,In-Network,Dallas
P00829,Provider_829,Family Medicine,In-Network,Dallas
P00830,Provider_830,Family Medicine,In-Network,Dallas
P00831,Provider_831,Family Medicine,In-Network,Dallas
P00832,Provider_832,Cardiology,In-Network,Dallas
P00833,Provider_833,Family Medicine,In-Network,Dallas
P00834,Provider_834,Family Medicine,In-Network,Dallas
P00835,Provider_835,Family Medicine,In-Network,Dallas
P00836,Provider_836,Cardiology,In-Network,Dallas
P00837,Provider_837,Family Medicine,In-Network,Dallas
P00838,Provider_838,Family Medicine,In-Network,Dallas
P00839,Provider_839,Family Medicine,In-Network,Dallas
P00840,Provider_840,Cardiology,In-Network,Dallas
P00841,Provider_841,Family Medicine,In-Network,Dallas
P00842,Provider_842,Family Medicine,In-Network,Dallas
P00843,Provider_843,Family Medicine,In-Network,Dallas
P00844,Provider_844,Cardiology,In-Network,Dallas
P00845,Provider_845,Family Medicine,In-Network,Dallas
P00846,Provider_846,Family Medicine,In-Network,Dallas
P00847,Provider_847,Family Medicine,In-Network,Dallas
P00848,Provider_848,Cardiology,In-Network,Dallas
P00849,Provider_849,Family Medicine,In-Network,Dallas
P00850,Provider_850,Family Medicine,In-Network,Dallas
P00851,Provider_851,Family Medicine,In-Network,Dallas
P00852,Provider_852,Cardiology,In-Network,Dallas
P00853,Provider_853,Family Medicine,In-Network,Dallas
P00854,Provider_854,Family Medicine,In-Network,Dallas
P00855,Provider_855,Family Medicine,In-Network,Dallas
P00856,Provider_856,Cardiology,In-Network,Dallas
P00857,Provider_857,Family Medicine,In-Network,Dallas
P00858,Provider_858,Family Medicine,In-Network,Dallas
P00859,Provider_859,Family Medicine,In-Network,Dallas
P00860,Provider_860,Cardiology,In-Network,Dallas
P00861,Provider_861,Family Medicine,In-Network,Dallas
P00862,Provider_862,Family Medicine,In-Network,Dallas
P00863,Provider_863,Family Medicine,In-Network,Dallas
P00864,Provider_864,Cardiology,In-Network,Dallas
P00865,Provider_865,Family Medicine,In-Network,Dallas
P00866,Provider_866,Family Medicine,In-Network,Dallas
P00867,Provider_867,Family Medicine,In-Network,Dallas
P00868,Provider_868,Cardiology,In-Network,Dallas
P00869,Provider_869,Family Medicine,In-Network,Dallas
P00870,Provider_870,Family Medicine,In-Network,Dallas
P00871,Provider_871,Family Medicine,In-Network,Dallas
P00872,Provider_872,Cardiology,In-Network,Dallas
P00873,Provider_873,Family Medicine,In-Network,Dallas
P00874,Provider_874,Family Medicine,In-Network,Dallas
P00875,Provider_875,Family Medicine,In-Network,Dallas
P00876,Provider_876,Cardiology,In-Network,Dallas
P00877,Provider_877,Family Medicine,In-Network,Dallas
P00878,Provider_878,Family Medicine,In-Network,Dallas
P00879,Provider_879,Family Medicine,In-Network,Dallas
P00880,Provider_880,Cardiology,In-Network,Dallas
P00881,Provider_881,Family Medicine,In-Network,Dallas
P00882,Provider_882,Family Medicine,In-Network,Dallas
P00883,Provider_883,Family Medicine,In-Network,Dallas
P00884,Provider_884,Cardiology,In-Network,Dallas
P00885,Provider_885,Family Medicine,In-Network,Dallas
P00886,Provider_886,Family Medicine,In-Network,Dallas
P00887,Provider_887,Family Medicine,In-Network,Dallas
P00888,Provider_888,Cardiology,In-Network,Dallas
P00889,Provider_889,Family Medicine,In-Network,Dallas
P00890,Provider_890,Family Medicine,In-Network,Dallas
P00891,Provider_891,Family Medicine,In-Network,Dallas
P00892,Provider_892,Cardiology,In-Network,Dallas
P00893,Provider_893,Family Medicine,In-Network,Dallas
P00894,Provider_894,Family Medicine,In-Network,Dallas
P00895,Provider_895,Family Medicine,In-Network,Dallas
P00896,Provider_896,Cardiology,In-Network,Dallas
P00897,Provider_897,Family Medicine,In-Network,Dallas
P00898,Provider_898,Family Medicine,In-Network,Dallas
P00899,Provider_899,Family Medicine,In-Network,Dallas
P00900,Provider_900,Cardiology,In-Network,Dallas
P00901,Provider_901,Family Medicine,In-Network,Dallas
P00902,Provider_902,Family Medicine,In-Network,Dallas
P00903,Provider_903,Family Medicine,In-Network,Dallas
P00904,Provider_904,Cardiology,In-Network,Dallas
P00905,Provider_905,Family Medicine,In-Network,Dallas
P00906,Provider_906,Family Medicine,In-Network,Dallas
P00907,Provider_907,Family Medicine,In-Network,Dallas
P00908,Provider_908,Cardiology,In-Network,Dallas
P00909,Provider_909,Family Medicine,In-Network,Dallas
P00910,Provider_910,Family Medicine,In-Network,Dallas
P00911,Provider_911,Family Medicine,In-Network,Dallas
P00912,Provider_912,Cardiology,In-Network,Dallas
P00913,Provider_913,Family Medicine,In-Network,Dallas
P00914,Provider_914,Family Medicine,In-Network,Dallas
P00915,Provider_915,Family Medicine,In-Network,Dallas
P00916,Provider_916,Cardiology,In-Network,Dallas
P00917,Provider_917,Family Medicine,In-Network,Dallas
P00918,Provider_918,Family Medicine,In-Network,Dallas
P00919,Provider_919,Family Medicine,In-Network,Dallas
P00920,Provider_920,Cardiology,In-Network,Dallas
P00921,Provider_921,Family Medicine,In-Network,Dallas
P00922,Provider_922,Family Medicine,In-Network,Dallas
P00923,Provider_923,Family Medicine,In-Network,Dallas
P00924,Provider_924,Cardiology,In-Network,Dallas
P00925,Provider_925,Family Medicine,In-Network,Dallas
P00926,Provider_926,Family Medicine,In-Network,Dallas
P00927,Provider_927,Family Medicine,In-Network,Dallas
P00928,Provider_928,Cardiology,In-Network,Dallas
P00929,Provider_929,Family Medicine,In-Network,Dallas
P00930,Provider_930,Family Medicine,In-Network,Dallas
P00931,Provider_931,Family Medicine,In-Network,Dallas
P00932,Provider_932,Cardiology,In-Network,Dallas
P00933,Provider_933,Family Medicine,In-Network,Dallas
P00934,Provider_934,Family Medicine,In-Network,Dallas
P00935,Provider_935,Family Medicine,In-Network,Dallas
P00936,Provider_936,Cardiology,In-Network,Dallas
P00937,Provider_937,Family Medicine,In-Network,Dallas
P00938,Provider_938,Family Medicine,In-Network,Dallas
P00939,Provider_939,Family Medicine,In-Network,Dallas
P00940,Provider_940,Cardiology,In-Network,Dallas
P00941,Provider_941,Family Medicine,In-Network,Dallas
P00942,Provider_942,Family Medicine,In-Network,Dallas
P00943,Provider_943,Family Medicine,In-Network,Dallas
P00944,Provider_944,Cardiology,In-Network,Dallas
P00945,Provider_945,Family Medicine,In-Network,Dallas
P00946,Provider_946,Family Medicine,In-Network,Dallas
P00947,Provider_947,Family Medicine,In-Network,Dallas
P00948,Provider_948,Cardiology,In-Network,Dallas
P00949,Provider_949,Family Medicine,In-Network,Dallas
P00950,Provider_950,Family Medicine,In-Network,Dallas
P00951,Provider_951,Family Medicine,In-Network,Dallas
P00952,Provider_952,Cardiology,In-Network,Dallas
P00953,Provider_953,Family Medicine,In-Network,Dallas
P00954,Provider_954,Family Medicine,In-Network,Dallas
P00955,Provider_955,Family Medicine,In-Network,Dallas
P00956,Provider_956,Cardiology,In-Network,Dallas
P00957,Provider_957,Family Medicine,In-Network,Dallas
P00958,Provider_958,Family Medicine,In-Network,Dallas
P00959,Provider_959,Family Medicine,In-Network,Dallas
P00960,Provider_960,Cardiology,In-Network,Dallas
P00961,Provider_961,Family Medicine,In-Network,Dallas
P00962,Provider_962,Family Medicine,In-Network,Dallas
P00963,Provider_963,Family Medicine,In-Network,Dallas
P00964,Provider_964,Cardiology,In-Network,Dallas
P00965,Provider_965,Family Medicine,In-Network,Dallas
P00966,Provider_966,Family Medicine,In-Network,Dallas
P00967,Provider_967,Family Medicine,In-Network,Dallas
P00968,Provider_968,Cardiology,In-Network,Dallas
P00969,Provider_969,Family Medicine,In-Network,Dallas
P00970,Provider_970,Family Medicine,In-Network,Dallas
P00971,Provider_971,Family Medicine,In-Network,Dallas
P00972,Provider_972,Cardiology,In-Network,Dallas
P00973,Provider_973,Family Medicine,In-Network,Dallas
P00974,Provider_974,Family Medicine,In-Network,Dallas
P00975,Provider_975,Family Medicine,In-Network,Dallas
P00976,Provider_976,Cardiology,In-Network,Dallas
P00977,Provider_977,Family Medicine,In-Network,Dallas
P00978,Provider_978,Family Medicine,In-Network,Dallas
P00979,Provider_979,Family Medicine,In-Network,Dallas
P00980,Provider_980,Cardiology,In-Network,Dallas
P00981,Provider_981,Family Medicine,In-Network,Dallas
P00982,Provider_982,Family Medicine,In-Network,Dallas
P00983,Provider_983,Family Medicine,In-Network,Dallas
P00984,Provider_984,Cardiology,In-Network,Dallas
P00985,Provider_985,Family Medicine,In-Network,Dallas
P00986,Provider_986,Family Medicine,In-Network,Dallas
P00987,Provider_987,Family Medicine,In-Network,Dallas
P00988,Provider_988,Cardiology,In-Network,Dallas
P00989,Provider_989,Family Medicine,In-Network,Dallas
P00990,Provider_990,Family Medicine,In-Network,Dallas
P00991,Provider_991,Family Medicine,In-Network,Dallas
P00992,Provider_992,Cardiology,In-Network,Dallas
P00993,Provider_993,Family Medicine,In-Network,Dallas
P00994,Provider_994,Family Medicine,In-Network,Dallas
P00995,Provider_995,Family Medicine,In-Network,Dallas
P00996,Provider_996,Cardiology,In-Network,Dallas
P00997,Provider_997,Family Medicine,In-Network,Dallas
P00998,Provider_998,Family Medicine,In-Network,Dallas
P00999,Provider_999,Family Medicine,In-Network,Dallas
P01000,Provider_1000,Cardiology,In-Network,Dallas
P01001,Provider_1001,Family Medicine,In-Network,Dallas
P01002,Provider_1002,Family Medicine,In-Network,Dallas
P01003,Provider_1003,Family Medicine,In-Network,Dallas
P01004,Provider_1004,Cardiology,In-Network,Dallas
P01005,Provider_1005,Family Medicine,In-Network,Dallas
P01006,Provider_1006,Family Medicine,In-Network,Dallas
P01007,Provider_1007,Family Medicine,In-Network,Dallas
P01008,Provider_1008,Cardiology,In-Network,Dallas
P01009,Provider_1009,Family Medicine,In-Network,Dallas
P01010,Provider_1010,Family Medicine,In-Network,Dallas
P01011,Provider_1011,Family Medicine,In-Network,Dallas
P01012,Provider_1012,Cardiology,In-Network,Dallas
P01013,Provider_1013,Family Medicine,In-Network,Dallas
P01014,Provider_1014,Family Medicine,In-Network,Dallas
P01015,Provider_1015,Family Medicine,In-Network,Dallas
P01016,Provider_1016,Cardiology,In-Network,Dallas
P01017,Provider_1017,Family Medicine,In-Network,Dallas
P01018,Provider_1018,Family Medicine,In-Network,Dallas
P01019,Provider_1019,Family Medicine,In-Network,Dallas
P01020,Provider_1020,Cardiology,In-Network,Dallas
P01021,Provider_1021,Family Medicine,In-Network,Dallas
P01022,Provider_1022,Family Medicine,In-Network,Dallas
P01023,Provider_1023,Family Medicine,In-Network,Dallas
P01024,Provider_1024,Cardiology,In-Network,Dallas
P01025,Provider_1025,Family Medicine,In-Network,Dallas
P01026,Provider_1026,Family Medicine,In-Network,Dallas
P01027,Provider_1027,Family Medicine,In-Network,Dallas
P01028,Provider_1028,Cardiology,In-Network,Dallas
P01029,Provider_1029,Family Medicine,In-Network,Dallas
P01030,Provider_1030,Family Medicine,In-Network,Dallas
P01031,Provider_1031,Family Medicine,In-Network,Dallas
P01032,Provider_1032,Cardiology,In-Network,Dallas
P01033,Provider_1033,Family Medicine,In-Network,Dallas
P01034,Provider_1034,Family Medicine,In-Network,Dallas
P01035,Provider_1035,Family Medicine,In-Network,Dallas
P01036,Provider_1036,Cardiology,In-Network,Dallas
P01037,Provider_1037,Family Medicine,In-Network,Dallas
P01038,Provider_1038,Family Medicine,In-Network,Dallas
P01039,Provider_1039,Family Medicine,In-Network,Dallas
P01040,Provider_1040,Cardiology,In-Network,Dallas
P01041,Provider_1041,Family Medicine,In-Network,Dallas
P01042,Provider_1042,Family Medicine,In-Network,Dallas
